Trans id,Member id,Store id,Date
15-02-2022_21:41:34_100_2,100,2,2022-02-15
15-02-2022_02:03:21_27_3,27,3,2022-02-15
15-02-2022_02:03:13_94_1,94,1,2022-02-15
15-02-2022_10:56:47_46_3,46,3,2022-02-15
15-02-2022_20:38:59_61_1,61,1,2022-02-15
15-02-2022_09:50:20_12_1,12,1,2022-02-15
15-02-2022_11:08:53_25_2,25,2,2022-02-15
15-02-2022_06:59:39_37_2,37,2,2022-02-15
15-02-2022_01:03:43_88_2,88,2,2022-02-15
15-02-2022_01:47:11_8_1,8,1,2022-02-15
15-02-2022_09:56:33_7_3,7,3,2022-02-15
15-02-2022_10:04:20_3_1,3,1,2022-02-15
15-02-2022_23:54:01_14_1,14,1,2022-02-15
15-02-2022_14:55:10_94_1,94,1,2022-02-15
15-02-2022_14:13:27_28_1,28,1,2022-02-15
15-02-2022_22:36:31_97_1,97,1,2022-02-15
15-02-2022_05:01:58_47_1,47,1,2022-02-15
15-02-2022_20:45:05_70_1,70,1,2022-02-15
15-02-2022_11:58:04_30_2,30,2,2022-02-15
15-02-2022_08:14:46_66_3,66,3,2022-02-15
15-02-2022_23:36:09_96_3,96,3,2022-02-15
15-02-2022_15:39:18_56_2,56,2,2022-02-15
15-02-2022_02:36:06_97_2,97,2,2022-02-15
15-02-2022_03:57:38_20_2,20,2,2022-02-15
15-02-2022_04:11:18_53_1,53,1,2022-02-15
15-02-2022_01:57:01_45_2,45,2,2022-02-15
15-02-2022_14:06:21_65_2,65,2,2022-02-15
15-02-2022_20:55:47_74_1,74,1,2022-02-15
15-02-2022_16:49:28_42_2,42,2,2022-02-15
15-02-2022_10:31:59_73_1,73,1,2022-02-15
16-02-2022_10:46:07_23_2,23,2,2022-02-16
16-02-2022_16:11:46_68_1,68,1,2022-02-16
16-02-2022_06:10:58_17_2,17,2,2022-02-16
16-02-2022_23:28:39_33_3,33,3,2022-02-16
16-02-2022_19:51:16_49_1,49,1,2022-02-16
16-02-2022_21:11:27_73_3,73,3,2022-02-16
16-02-2022_14:14:37_19_3,19,3,2022-02-16
16-02-2022_08:59:16_3_1,3,1,2022-02-16
16-02-2022_17:17:18_32_1,32,1,2022-02-16
16-02-2022_10:20:23_35_1,35,1,2022-02-16
16-02-2022_14:55:33_47_2,47,2,2022-02-16
16-02-2022_05:11:15_57_3,57,3,2022-02-16
16-02-2022_17:16:29_24_3,24,3,2022-02-16
16-02-2022_21:34:06_20_2,20,2,2022-02-16
16-02-2022_05:56:06_3_2,3,2,2022-02-16
16-02-2022_07:52:25_92_2,92,2,2022-02-16
16-02-2022_23:13:55_53_1,53,1,2022-02-16
16-02-2022_06:50:43_89_2,89,2,2022-02-16
16-02-2022_14:20:12_88_2,88,2,2022-02-16
16-02-2022_11:37:21_84_1,84,1,2022-02-16
16-02-2022_01:28:58_43_3,43,3,2022-02-16
16-02-2022_21:19:31_19_3,19,3,2022-02-16
16-02-2022_03:41:21_80_2,80,2,2022-02-16
16-02-2022_03:47:44_71_2,71,2,2022-02-16
17-02-2022_12:40:03_48_2,48,2,2022-02-17
17-02-2022_03:07:07_4_1,4,1,2022-02-17
17-02-2022_21:44:37_60_1,60,1,2022-02-17
17-02-2022_10:27:51_22_1,22,1,2022-02-17
17-02-2022_14:51:44_20_2,20,2,2022-02-17
17-02-2022_23:11:29_59_3,59,3,2022-02-17
17-02-2022_22:30:29_22_2,22,2,2022-02-17
17-02-2022_06:25:56_85_3,85,3,2022-02-17
17-02-2022_05:22:58_80_1,80,1,2022-02-17
17-02-2022_21:11:06_96_3,96,3,2022-02-17
17-02-2022_02:34:47_42_2,42,2,2022-02-17
17-02-2022_21:15:38_52_2,52,2,2022-02-17
17-02-2022_04:23:23_77_2,77,2,2022-02-17
17-02-2022_07:52:05_63_1,63,1,2022-02-17
17-02-2022_15:20:16_81_2,81,2,2022-02-17
17-02-2022_22:56:32_25_3,25,3,2022-02-17
17-02-2022_19:10:17_96_2,96,2,2022-02-17
17-02-2022_15:05:18_36_1,36,1,2022-02-17
17-02-2022_23:27:57_81_1,81,1,2022-02-17
18-02-2022_04:45:32_86_3,86,3,2022-02-18
18-02-2022_13:58:16_85_1,85,1,2022-02-18
18-02-2022_10:16:42_48_3,48,3,2022-02-18
18-02-2022_13:59:10_83_3,83,3,2022-02-18
18-02-2022_23:32:21_27_2,27,2,2022-02-18
18-02-2022_10:57:10_45_3,45,3,2022-02-18
18-02-2022_18:41:52_65_3,65,3,2022-02-18
18-02-2022_23:20:20_97_1,97,1,2022-02-18
18-02-2022_11:36:23_11_3,11,3,2022-02-18
18-02-2022_02:03:18_62_2,62,2,2022-02-18
18-02-2022_08:28:42_90_1,90,1,2022-02-18
18-02-2022_04:46:21_89_2,89,2,2022-02-18
18-02-2022_16:20:13_49_1,49,1,2022-02-18
18-02-2022_19:15:29_75_2,75,2,2022-02-18
18-02-2022_08:57:26_88_3,88,3,2022-02-18
18-02-2022_16:33:48_62_3,62,3,2022-02-18
18-02-2022_12:19:48_80_2,80,2,2022-02-18
18-02-2022_06:27:50_40_1,40,1,2022-02-18
18-02-2022_11:38:57_10_2,10,2,2022-02-18
18-02-2022_21:27:35_61_2,61,2,2022-02-18
18-02-2022_16:05:53_14_2,14,2,2022-02-18
18-02-2022_02:14:31_7_1,7,1,2022-02-18
18-02-2022_16:35:43_63_1,63,1,2022-02-18
18-02-2022_07:17:10_54_2,54,2,2022-02-18
18-02-2022_12:19:51_85_2,85,2,2022-02-18
18-02-2022_12:47:54_67_3,67,3,2022-02-18
18-02-2022_10:18:05_3_3,3,3,2022-02-18
18-02-2022_18:36:42_69_1,69,1,2022-02-18
18-02-2022_03:08:02_35_2,35,2,2022-02-18
18-02-2022_11:23:29_68_2,68,2,2022-02-18
18-02-2022_22:44:27_22_2,22,2,2022-02-18
18-02-2022_23:16:38_10_2,10,2,2022-02-18
18-02-2022_18:50:28_61_3,61,3,2022-02-18
18-02-2022_13:05:16_94_2,94,2,2022-02-18
19-02-2022_06:46:46_25_1,25,1,2022-02-19
19-02-2022_15:30:46_73_3,73,3,2022-02-19
19-02-2022_08:07:30_18_1,18,1,2022-02-19
19-02-2022_21:04:03_65_3,65,3,2022-02-19
19-02-2022_09:56:43_42_2,42,2,2022-02-19
19-02-2022_19:09:21_78_1,78,1,2022-02-19
19-02-2022_17:44:23_31_3,31,3,2022-02-19
19-02-2022_21:35:22_43_1,43,1,2022-02-19
19-02-2022_07:24:37_26_1,26,1,2022-02-19
19-02-2022_10:36:13_86_1,86,1,2022-02-19
19-02-2022_14:06:27_80_2,80,2,2022-02-19
19-02-2022_01:44:30_24_1,24,1,2022-02-19
19-02-2022_12:44:54_75_1,75,1,2022-02-19
19-02-2022_22:58:19_49_1,49,1,2022-02-19
19-02-2022_22:20:27_66_1,66,1,2022-02-19
19-02-2022_12:06:36_29_1,29,1,2022-02-19
19-02-2022_13:31:15_6_2,6,2,2022-02-19
19-02-2022_19:36:32_75_1,75,1,2022-02-19
19-02-2022_21:51:17_36_2,36,2,2022-02-19
19-02-2022_21:59:33_47_2,47,2,2022-02-19
19-02-2022_02:47:20_80_3,80,3,2022-02-19
19-02-2022_18:22:57_95_2,95,2,2022-02-19
19-02-2022_16:01:32_21_2,21,2,2022-02-19
19-02-2022_22:34:44_5_1,5,1,2022-02-19
20-02-2022_12:49:32_24_3,24,3,2022-02-20
20-02-2022_04:18:41_44_2,44,2,2022-02-20
20-02-2022_20:59:03_68_2,68,2,2022-02-20
20-02-2022_09:37:53_25_1,25,1,2022-02-20
20-02-2022_01:12:55_58_2,58,2,2022-02-20
20-02-2022_15:56:13_94_3,94,3,2022-02-20
20-02-2022_19:28:47_13_2,13,2,2022-02-20
20-02-2022_19:41:35_72_2,72,2,2022-02-20
20-02-2022_18:01:18_76_3,76,3,2022-02-20
20-02-2022_20:27:35_37_2,37,2,2022-02-20
20-02-2022_06:13:56_12_3,12,3,2022-02-20
20-02-2022_03:22:45_65_2,65,2,2022-02-20
20-02-2022_03:34:39_14_1,14,1,2022-02-20
20-02-2022_02:27:22_15_1,15,1,2022-02-20
20-02-2022_11:39:47_86_3,86,3,2022-02-20
20-02-2022_09:49:45_23_2,23,2,2022-02-20
20-02-2022_12:05:34_17_1,17,1,2022-02-20
20-02-2022_16:39:58_21_1,21,1,2022-02-20
20-02-2022_15:52:27_38_1,38,1,2022-02-20
20-02-2022_14:24:39_35_3,35,3,2022-02-20
20-02-2022_05:51:17_34_2,34,2,2022-02-20
20-02-2022_22:01:01_37_2,37,2,2022-02-20
21-02-2022_05:29:11_78_3,78,3,2022-02-21
21-02-2022_06:42:15_3_2,3,2,2022-02-21
21-02-2022_09:49:08_31_2,31,2,2022-02-21
21-02-2022_01:48:51_19_1,19,1,2022-02-21
21-02-2022_02:06:34_56_3,56,3,2022-02-21
21-02-2022_23:26:58_77_2,77,2,2022-02-21
21-02-2022_21:53:07_50_1,50,1,2022-02-21
21-02-2022_07:42:56_21_2,21,2,2022-02-21
21-02-2022_22:29:28_88_3,88,3,2022-02-21
21-02-2022_19:11:41_66_1,66,1,2022-02-21
21-02-2022_18:17:13_26_2,26,2,2022-02-21
21-02-2022_22:57:09_2_3,2,3,2022-02-21
21-02-2022_01:57:17_91_3,91,3,2022-02-21
21-02-2022_10:37:37_43_1,43,1,2022-02-21
21-02-2022_04:34:16_84_3,84,3,2022-02-21
21-02-2022_21:09:47_88_3,88,3,2022-02-21
21-02-2022_20:22:35_45_1,45,1,2022-02-21
21-02-2022_23:09:24_15_3,15,3,2022-02-21
21-02-2022_13:28:04_76_3,76,3,2022-02-21
21-02-2022_11:09:28_43_2,43,2,2022-02-21
21-02-2022_18:32:43_23_2,23,2,2022-02-21
21-02-2022_09:47:54_13_3,13,3,2022-02-21
21-02-2022_13:44:11_59_2,59,2,2022-02-21
21-02-2022_01:30:05_83_1,83,1,2022-02-21
21-02-2022_22:20:01_55_2,55,2,2022-02-21
21-02-2022_07:36:51_100_2,100,2,2022-02-21
21-02-2022_05:24:47_2_2,2,2,2022-02-21
21-02-2022_05:47:48_93_2,93,2,2022-02-21
21-02-2022_02:59:28_25_1,25,1,2022-02-21
21-02-2022_08:27:56_96_2,96,2,2022-02-21
21-02-2022_04:45:34_13_1,13,1,2022-02-21
22-02-2022_18:43:41_70_2,70,2,2022-02-22
22-02-2022_07:45:05_35_2,35,2,2022-02-22
22-02-2022_13:12:50_65_1,65,1,2022-02-22
22-02-2022_14:43:32_25_1,25,1,2022-02-22
22-02-2022_04:17:24_26_2,26,2,2022-02-22
22-02-2022_11:01:11_60_1,60,1,2022-02-22
22-02-2022_16:39:41_100_3,100,3,2022-02-22
22-02-2022_17:36:41_39_2,39,2,2022-02-22
22-02-2022_02:42:36_24_1,24,1,2022-02-22
22-02-2022_06:37:59_24_1,24,1,2022-02-22
22-02-2022_22:11:04_77_1,77,1,2022-02-22
22-02-2022_01:19:05_15_2,15,2,2022-02-22
22-02-2022_19:49:33_38_2,38,2,2022-02-22
22-02-2022_09:01:14_19_3,19,3,2022-02-22
22-02-2022_22:21:34_6_1,6,1,2022-02-22
22-02-2022_23:33:46_70_1,70,1,2022-02-22
22-02-2022_15:32:36_46_2,46,2,2022-02-22
23-02-2022_15:50:34_73_1,73,1,2022-02-23
23-02-2022_19:59:45_63_2,63,2,2022-02-23
23-02-2022_03:39:13_3_1,3,1,2022-02-23
23-02-2022_12:34:54_54_2,54,2,2022-02-23
23-02-2022_07:29:38_79_1,79,1,2022-02-23
23-02-2022_20:56:03_97_2,97,2,2022-02-23
23-02-2022_19:04:44_51_2,51,2,2022-02-23
23-02-2022_12:56:24_67_2,67,2,2022-02-23
23-02-2022_16:35:42_17_1,17,1,2022-02-23
23-02-2022_01:58:43_19_2,19,2,2022-02-23
23-02-2022_03:44:06_38_2,38,2,2022-02-23
23-02-2022_03:55:37_51_3,51,3,2022-02-23
23-02-2022_12:06:08_69_3,69,3,2022-02-23
23-02-2022_05:01:34_94_3,94,3,2022-02-23
23-02-2022_04:09:57_26_1,26,1,2022-02-23
23-02-2022_04:43:16_85_2,85,2,2022-02-23
23-02-2022_12:37:33_59_3,59,3,2022-02-23
23-02-2022_14:53:49_37_3,37,3,2022-02-23
23-02-2022_09:45:15_66_2,66,2,2022-02-23
23-02-2022_21:52:36_46_1,46,1,2022-02-23
23-02-2022_16:05:35_9_1,9,1,2022-02-23
23-02-2022_14:55:12_37_3,37,3,2022-02-23
23-02-2022_23:28:38_43_3,43,3,2022-02-23
23-02-2022_12:09:07_33_2,33,2,2022-02-23
23-02-2022_02:26:25_23_3,23,3,2022-02-23
23-02-2022_05:26:01_82_1,82,1,2022-02-23
23-02-2022_19:10:15_21_2,21,2,2022-02-23
23-02-2022_23:59:51_90_3,90,3,2022-02-23
23-02-2022_01:54:39_27_1,27,1,2022-02-23
24-02-2022_20:02:58_78_1,78,1,2022-02-24
24-02-2022_07:13:19_37_3,37,3,2022-02-24
24-02-2022_23:27:19_53_3,53,3,2022-02-24
24-02-2022_16:50:04_80_2,80,2,2022-02-24
24-02-2022_06:43:32_50_2,50,2,2022-02-24
24-02-2022_20:48:15_22_3,22,3,2022-02-24
24-02-2022_05:05:42_89_2,89,2,2022-02-24
24-02-2022_10:10:19_26_2,26,2,2022-02-24
24-02-2022_04:04:46_36_3,36,3,2022-02-24
24-02-2022_05:27:39_47_3,47,3,2022-02-24
24-02-2022_14:23:52_97_1,97,1,2022-02-24
24-02-2022_11:18:38_80_1,80,1,2022-02-24
24-02-2022_10:49:36_66_1,66,1,2022-02-24
24-02-2022_02:33:11_83_2,83,2,2022-02-24
24-02-2022_15:07:05_44_3,44,3,2022-02-24
24-02-2022_17:16:28_30_2,30,2,2022-02-24
24-02-2022_06:30:44_4_3,4,3,2022-02-24
24-02-2022_22:49:10_30_3,30,3,2022-02-24
24-02-2022_07:02:30_63_2,63,2,2022-02-24
24-02-2022_08:03:27_15_1,15,1,2022-02-24
24-02-2022_15:09:06_70_1,70,1,2022-02-24
24-02-2022_04:34:19_45_2,45,2,2022-02-24
24-02-2022_02:14:45_78_3,78,3,2022-02-24
24-02-2022_14:44:52_100_1,100,1,2022-02-24
24-02-2022_09:32:50_33_2,33,2,2022-02-24
24-02-2022_10:44:57_85_1,85,1,2022-02-24
24-02-2022_18:52:13_83_1,83,1,2022-02-24
24-02-2022_17:29:46_43_3,43,3,2022-02-24
24-02-2022_12:30:19_27_3,27,3,2022-02-24
24-02-2022_23:35:23_38_1,38,1,2022-02-24
24-02-2022_13:14:40_24_3,24,3,2022-02-24
24-02-2022_17:31:38_12_3,12,3,2022-02-24
24-02-2022_20:12:06_86_3,86,3,2022-02-24
25-02-2022_08:35:34_29_1,29,1,2022-02-25
25-02-2022_18:14:27_76_1,76,1,2022-02-25
25-02-2022_06:36:04_64_1,64,1,2022-02-25
25-02-2022_14:05:47_95_3,95,3,2022-02-25
25-02-2022_20:37:14_63_1,63,1,2022-02-25
25-02-2022_05:14:06_54_2,54,2,2022-02-25
25-02-2022_19:02:13_38_1,38,1,2022-02-25
25-02-2022_04:44:40_67_3,67,3,2022-02-25
25-02-2022_02:23:05_70_3,70,3,2022-02-25
25-02-2022_18:11:41_88_1,88,1,2022-02-25
25-02-2022_03:01:43_38_3,38,3,2022-02-25
25-02-2022_10:41:14_60_3,60,3,2022-02-25
25-02-2022_14:20:41_73_1,73,1,2022-02-25
25-02-2022_05:03:08_20_2,20,2,2022-02-25
25-02-2022_19:53:13_88_2,88,2,2022-02-25
25-02-2022_08:48:39_32_2,32,2,2022-02-25
25-02-2022_19:01:55_75_1,75,1,2022-02-25
25-02-2022_14:09:17_94_3,94,3,2022-02-25
25-02-2022_11:34:24_97_1,97,1,2022-02-25
25-02-2022_13:52:15_29_3,29,3,2022-02-25
25-02-2022_11:37:13_76_1,76,1,2022-02-25
25-02-2022_07:17:01_30_2,30,2,2022-02-25
25-02-2022_11:41:28_90_2,90,2,2022-02-25
25-02-2022_09:59:06_66_2,66,2,2022-02-25
25-02-2022_11:50:58_56_2,56,2,2022-02-25
26-02-2022_08:41:26_68_1,68,1,2022-02-26
26-02-2022_01:51:26_39_2,39,2,2022-02-26
26-02-2022_22:47:59_15_3,15,3,2022-02-26
26-02-2022_16:17:43_84_2,84,2,2022-02-26
26-02-2022_14:03:50_8_1,8,1,2022-02-26
26-02-2022_22:12:43_48_1,48,1,2022-02-26
26-02-2022_01:50:58_41_2,41,2,2022-02-26
26-02-2022_05:26:41_16_1,16,1,2022-02-26
26-02-2022_13:30:17_94_1,94,1,2022-02-26
26-02-2022_01:13:02_37_1,37,1,2022-02-26
26-02-2022_08:41:19_24_3,24,3,2022-02-26
26-02-2022_23:31:16_90_3,90,3,2022-02-26
26-02-2022_02:51:59_6_2,6,2,2022-02-26
26-02-2022_18:41:33_18_3,18,3,2022-02-26
26-02-2022_18:08:05_34_1,34,1,2022-02-26
26-02-2022_16:36:37_66_1,66,1,2022-02-26
26-02-2022_09:12:42_66_2,66,2,2022-02-26
26-02-2022_23:17:56_74_3,74,3,2022-02-26
26-02-2022_18:47:19_56_3,56,3,2022-02-26
26-02-2022_12:51:45_53_2,53,2,2022-02-26
26-02-2022_12:29:35_48_1,48,1,2022-02-26
26-02-2022_14:51:44_54_2,54,2,2022-02-26
26-02-2022_11:41:05_62_1,62,1,2022-02-26
26-02-2022_07:21:30_4_3,4,3,2022-02-26
26-02-2022_16:56:04_36_3,36,3,2022-02-26
26-02-2022_22:34:06_44_2,44,2,2022-02-26
26-02-2022_03:01:32_54_3,54,3,2022-02-26
26-02-2022_03:41:55_81_1,81,1,2022-02-26
26-02-2022_02:49:15_75_1,75,1,2022-02-26
26-02-2022_01:26:17_29_1,29,1,2022-02-26
26-02-2022_04:46:33_44_2,44,2,2022-02-26
26-02-2022_21:05:45_90_3,90,3,2022-02-26
27-02-2022_15:38:41_64_3,64,3,2022-02-27
27-02-2022_06:20:59_6_1,6,1,2022-02-27
27-02-2022_01:05:09_9_2,9,2,2022-02-27
27-02-2022_14:49:09_45_1,45,1,2022-02-27
27-02-2022_04:09:34_80_2,80,2,2022-02-27
27-02-2022_18:37:18_77_1,77,1,2022-02-27
27-02-2022_12:15:04_43_1,43,1,2022-02-27
27-02-2022_10:59:02_62_3,62,3,2022-02-27
27-02-2022_13:31:47_33_3,33,3,2022-02-27
27-02-2022_10:27:59_61_3,61,3,2022-02-27
27-02-2022_23:53:07_20_3,20,3,2022-02-27
27-02-2022_13:47:22_85_1,85,1,2022-02-27
27-02-2022_19:41:06_74_1,74,1,2022-02-27
27-02-2022_11:47:59_54_3,54,3,2022-02-27
27-02-2022_18:18:26_6_2,6,2,2022-02-27
27-02-2022_21:02:24_39_1,39,1,2022-02-27
27-02-2022_04:13:49_74_1,74,1,2022-02-27
27-02-2022_04:48:15_86_1,86,1,2022-02-27
27-02-2022_04:35:21_34_3,34,3,2022-02-27
27-02-2022_08:03:21_62_3,62,3,2022-02-27
27-02-2022_20:57:08_12_3,12,3,2022-02-27
27-02-2022_18:58:22_42_3,42,3,2022-02-27
27-02-2022_02:49:41_68_1,68,1,2022-02-27
27-02-2022_04:56:43_77_2,77,2,2022-02-27
28-02-2022_09:59:31_61_2,61,2,2022-02-28
28-02-2022_20:36:13_81_2,81,2,2022-02-28
28-02-2022_19:58:12_98_3,98,3,2022-02-28
28-02-2022_02:01:05_4_1,4,1,2022-02-28
28-02-2022_19:57:31_32_3,32,3,2022-02-28
28-02-2022_04:54:04_84_3,84,3,2022-02-28
28-02-2022_22:29:11_84_2,84,2,2022-02-28
28-02-2022_18:06:32_9_2,9,2,2022-02-28
28-02-2022_23:30:14_19_3,19,3,2022-02-28
28-02-2022_03:35:32_80_3,80,3,2022-02-28
28-02-2022_03:36:14_70_3,70,3,2022-02-28
28-02-2022_14:45:11_15_2,15,2,2022-02-28
28-02-2022_14:58:35_9_1,9,1,2022-02-28
28-02-2022_21:46:14_69_2,69,2,2022-02-28
28-02-2022_12:22:06_99_3,99,3,2022-02-28
28-02-2022_11:42:09_52_2,52,2,2022-02-28
28-02-2022_06:22:45_31_3,31,3,2022-02-28
28-02-2022_09:16:31_96_2,96,2,2022-02-28
01-03-2022_13:25:13_43_3,43,3,2022-03-01
01-03-2022_19:17:02_23_3,23,3,2022-03-01
01-03-2022_15:26:54_37_2,37,2,2022-03-01
01-03-2022_08:44:56_10_1,10,1,2022-03-01
01-03-2022_03:33:36_36_1,36,1,2022-03-01
01-03-2022_08:11:55_58_1,58,1,2022-03-01
01-03-2022_16:57:12_61_3,61,3,2022-03-01
01-03-2022_12:37:22_64_2,64,2,2022-03-01
01-03-2022_21:26:55_75_1,75,1,2022-03-01
01-03-2022_18:26:11_80_1,80,1,2022-03-01
01-03-2022_13:47:54_8_3,8,3,2022-03-01
01-03-2022_13:05:59_78_3,78,3,2022-03-01
01-03-2022_20:49:36_20_2,20,2,2022-03-01
01-03-2022_13:21:08_77_3,77,3,2022-03-01
01-03-2022_17:28:31_17_2,17,2,2022-03-01
01-03-2022_18:08:12_3_3,3,3,2022-03-01
01-03-2022_04:51:42_79_1,79,1,2022-03-01
01-03-2022_07:41:06_99_3,99,3,2022-03-01
01-03-2022_16:46:23_21_3,21,3,2022-03-01
01-03-2022_18:29:04_72_2,72,2,2022-03-01
02-03-2022_03:28:37_19_2,19,2,2022-03-02
02-03-2022_05:39:26_64_1,64,1,2022-03-02
02-03-2022_15:41:36_63_3,63,3,2022-03-02
02-03-2022_07:06:29_91_1,91,1,2022-03-02
02-03-2022_19:21:08_12_3,12,3,2022-03-02
02-03-2022_01:52:50_66_1,66,1,2022-03-02
02-03-2022_23:43:49_64_2,64,2,2022-03-02
02-03-2022_22:03:32_9_1,9,1,2022-03-02
02-03-2022_15:36:40_86_2,86,2,2022-03-02
02-03-2022_22:58:07_97_2,97,2,2022-03-02
02-03-2022_22:11:09_98_3,98,3,2022-03-02
02-03-2022_06:56:19_57_3,57,3,2022-03-02
02-03-2022_15:36:42_92_1,92,1,2022-03-02
02-03-2022_05:13:34_43_1,43,1,2022-03-02
02-03-2022_19:40:20_87_2,87,2,2022-03-02
02-03-2022_22:27:53_78_3,78,3,2022-03-02
02-03-2022_11:55:41_52_1,52,1,2022-03-02
02-03-2022_04:32:02_78_2,78,2,2022-03-02
02-03-2022_11:13:39_8_3,8,3,2022-03-02
02-03-2022_02:18:34_16_3,16,3,2022-03-02
02-03-2022_10:53:16_55_2,55,2,2022-03-02
02-03-2022_22:06:42_57_3,57,3,2022-03-02
02-03-2022_19:59:26_2_2,2,2,2022-03-02
02-03-2022_13:47:58_27_2,27,2,2022-03-02
02-03-2022_10:58:09_91_2,91,2,2022-03-02
02-03-2022_15:43:03_99_3,99,3,2022-03-02
02-03-2022_02:58:38_100_2,100,2,2022-03-02
02-03-2022_18:26:06_82_1,82,1,2022-03-02
02-03-2022_05:12:08_50_1,50,1,2022-03-02
02-03-2022_06:14:32_32_3,32,3,2022-03-02
02-03-2022_06:24:43_75_1,75,1,2022-03-02
02-03-2022_04:04:37_6_1,6,1,2022-03-02
02-03-2022_20:34:57_90_1,90,1,2022-03-02
02-03-2022_02:53:55_26_1,26,1,2022-03-02
02-03-2022_09:29:43_23_2,23,2,2022-03-02
02-03-2022_05:41:56_14_2,14,2,2022-03-02
02-03-2022_11:57:51_84_2,84,2,2022-03-02
02-03-2022_18:53:48_91_3,91,3,2022-03-02
02-03-2022_23:37:45_48_1,48,1,2022-03-02
03-03-2022_23:27:10_23_3,23,3,2022-03-03
03-03-2022_12:49:08_71_3,71,3,2022-03-03
03-03-2022_08:12:20_41_2,41,2,2022-03-03
03-03-2022_19:51:16_72_2,72,2,2022-03-03
03-03-2022_15:11:36_67_3,67,3,2022-03-03
03-03-2022_09:35:35_24_2,24,2,2022-03-03
03-03-2022_02:57:04_78_3,78,3,2022-03-03
03-03-2022_16:09:26_68_1,68,1,2022-03-03
03-03-2022_01:43:44_83_3,83,3,2022-03-03
03-03-2022_22:59:34_77_1,77,1,2022-03-03
03-03-2022_03:28:52_39_3,39,3,2022-03-03
03-03-2022_04:34:01_33_2,33,2,2022-03-03
03-03-2022_18:18:33_13_2,13,2,2022-03-03
03-03-2022_17:27:24_17_3,17,3,2022-03-03
03-03-2022_07:16:53_56_2,56,2,2022-03-03
03-03-2022_14:52:15_34_3,34,3,2022-03-03
03-03-2022_21:41:07_23_2,23,2,2022-03-03
03-03-2022_07:40:29_90_2,90,2,2022-03-03
03-03-2022_22:33:06_33_1,33,1,2022-03-03
03-03-2022_17:47:20_91_3,91,3,2022-03-03
03-03-2022_23:09:03_92_2,92,2,2022-03-03
03-03-2022_05:54:59_22_1,22,1,2022-03-03
03-03-2022_22:39:58_77_3,77,3,2022-03-03
04-03-2022_20:56:16_69_2,69,2,2022-03-04
04-03-2022_20:05:12_77_1,77,1,2022-03-04
04-03-2022_19:57:43_10_3,10,3,2022-03-04
04-03-2022_10:58:28_93_3,93,3,2022-03-04
04-03-2022_14:06:54_78_3,78,3,2022-03-04
04-03-2022_03:22:17_59_2,59,2,2022-03-04
04-03-2022_14:59:04_89_3,89,3,2022-03-04
04-03-2022_08:35:43_96_1,96,1,2022-03-04
04-03-2022_11:11:09_63_2,63,2,2022-03-04
04-03-2022_16:49:16_44_3,44,3,2022-03-04
04-03-2022_18:26:46_69_2,69,2,2022-03-04
04-03-2022_01:19:58_49_2,49,2,2022-03-04
04-03-2022_15:54:10_74_1,74,1,2022-03-04
04-03-2022_13:35:25_19_3,19,3,2022-03-04
04-03-2022_12:53:49_38_3,38,3,2022-03-04
05-03-2022_05:02:31_57_2,57,2,2022-03-05
05-03-2022_02:37:10_97_2,97,2,2022-03-05
05-03-2022_10:17:52_42_2,42,2,2022-03-05
05-03-2022_23:59:09_54_2,54,2,2022-03-05
05-03-2022_18:43:14_14_3,14,3,2022-03-05
05-03-2022_12:14:22_6_2,6,2,2022-03-05
05-03-2022_22:55:56_83_2,83,2,2022-03-05
05-03-2022_10:37:18_33_1,33,1,2022-03-05
05-03-2022_10:06:13_71_3,71,3,2022-03-05
05-03-2022_16:22:59_57_3,57,3,2022-03-05
05-03-2022_02:19:41_87_1,87,1,2022-03-05
05-03-2022_05:16:12_4_3,4,3,2022-03-05
05-03-2022_22:50:14_25_2,25,2,2022-03-05
05-03-2022_20:29:17_73_2,73,2,2022-03-05
05-03-2022_11:37:02_37_2,37,2,2022-03-05
05-03-2022_09:49:14_94_3,94,3,2022-03-05
05-03-2022_16:45:59_53_1,53,1,2022-03-05
05-03-2022_02:37:24_89_1,89,1,2022-03-05
06-03-2022_12:33:40_79_3,79,3,2022-03-06
06-03-2022_05:48:17_18_2,18,2,2022-03-06
06-03-2022_10:02:44_89_1,89,1,2022-03-06
06-03-2022_15:51:46_39_3,39,3,2022-03-06
06-03-2022_20:52:42_79_2,79,2,2022-03-06
06-03-2022_02:28:29_92_2,92,2,2022-03-06
06-03-2022_05:56:42_79_3,79,3,2022-03-06
06-03-2022_04:50:10_11_1,11,1,2022-03-06
06-03-2022_21:15:47_26_2,26,2,2022-03-06
06-03-2022_23:01:04_21_2,21,2,2022-03-06
06-03-2022_13:23:04_99_1,99,1,2022-03-06
06-03-2022_15:01:41_95_2,95,2,2022-03-06
06-03-2022_10:39:19_66_3,66,3,2022-03-06
06-03-2022_21:17:39_96_2,96,2,2022-03-06
06-03-2022_12:20:33_98_3,98,3,2022-03-06
06-03-2022_09:45:12_29_2,29,2,2022-03-06
06-03-2022_05:20:10_39_1,39,1,2022-03-06
06-03-2022_17:25:40_20_2,20,2,2022-03-06
06-03-2022_02:09:47_61_2,61,2,2022-03-06
06-03-2022_20:03:13_32_3,32,3,2022-03-06
06-03-2022_08:21:12_96_1,96,1,2022-03-06
06-03-2022_19:05:37_38_1,38,1,2022-03-06
